Idő,Eseménykörnyezet,Összetevő,Esemény neve,Leírás,Eredet,IP-cím,Idő_dt,user_id,tetel_id,Uj_oszlop,hónap,hét,nap,óra,Munka_típus,lokacio,Munka_3utas,Tantervi_hét,Tantervi_hét_szám
"2025. március 26., 08:01:24",Teszt: Elmélet1,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113416' has been prevented from accessing quiz with id '582943' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'f7fb1980f46d3b4fbd8c023499e74adee76e83b15a9509123b0b7ba473f82542'. Received config key: ''. Received browser exam key: ''.,web,146.110.80.75,2025-03-26 08:01:24,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 26., 08:01:24",Teszt: Elmélet1,Teszt,Megtekintett kurzusmodul,The user with id '113416' viewed the 'quiz' activity with course module id '1503059'.,web,146.110.80.75,2025-03-26 08:01:24,113416,,Szamonkeres,3,13,26,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. március 23., 23:45:05",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:45:05,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:45:05",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:45:05,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:44:18",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:44:18,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:44:17",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:44:17,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:44:17",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadtak egy munkát.,The user with id '113416' has submitted the submission with id '3112561' for the assignment with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:44:17,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:44:17",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),alaprendszer,Kurzustevékenység teljesítése frissítve,The user with id '113416' updated the completion state for the course module with id '1473972' for the user with id '113416'.,web,146.110.172.52,2025-03-23 23:44:17,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:44:17",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Leadás állományban,Leadott munka létrehozva,The user with id '113416' created a file submission and uploaded '2' file/s in the assignment with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:44:17,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:44:17",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Leadás állományban,Feltöltöttek egy állományt.,The user with id '113416' has uploaded a file to the submission with id '3112561' in the assignment activity with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:44:17,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:44:17",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Online szövegben leadott munkák,Leadott munka létrehozva,The user with id '113416' created an online text submission with '0' words in the assignment with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:44:17,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:44:17",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Online szövegben leadott munkák,Online szöveget töltöttek föl.,The user with id '113416' has saved an online text submission with id '3112561' in the assignment activity with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:44:17,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:44:17",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:44:17,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:43:25",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadási űrlap megtekintve,The user with id '113416' viewed their submission for the assignment with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:43:25,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:43:25",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:43:25,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:43:13",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:43:13,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 23:43:13",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1473972'.,web,146.110.172.52,2025-03-23 23:43:13,113416,,Hazi,3,12,23,23,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:41:26",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadás állapota megtekintve,The user with id '113399' has viewed the submission status page for the assignment with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:41:26,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:41:26",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:41:26,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:39:42",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadás állapota megtekintve,The user with id '113399' has viewed the submission status page for the assignment with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:39:42,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:39:42",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:39:42,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:39:42",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadtak egy munkát.,The user with id '113399' has submitted the submission with id '3129533' for the assignment with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:39:42,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:39:42",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),alaprendszer,Kurzustevékenység teljesítése frissítve,The user with id '113399' updated the completion state for the course module with id '1473972' for the user with id '113399'.,web,146.110.152.131,2025-03-23 20:39:42,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:39:42",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Leadás állományban,Leadott munka létrehozva,The user with id '113399' created a file submission and uploaded '1' file/s in the assignment with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:39:42,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:39:42",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Leadás állományban,Feltöltöttek egy állományt.,The user with id '113399' has uploaded a file to the submission with id '3129533' in the assignment activity with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:39:42,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:39:42",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Online szövegben leadott munkák,Leadott munka létrehozva,The user with id '113399' created an online text submission with '0' words in the assignment with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:39:42,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:39:42",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Online szövegben leadott munkák,Online szöveget töltöttek föl.,The user with id '113399' has saved an online text submission with id '3129533' in the assignment activity with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:39:42,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:39:42",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:39:42,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:39:26",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadási űrlap megtekintve,The user with id '113399' viewed their submission for the assignment with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:39:26,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:39:26",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:39:26,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:39:23",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadás állapota megtekintve,The user with id '113399' has viewed the submission status page for the assignment with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:39:23,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 20:39:23",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1473972'.,web,146.110.152.131,2025-03-23 20:39:23,113399,,Hazi,3,12,23,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 19:55:36",URL: Pandas gyakorlat (Colab),URL,Megtekintett kurzusmodul,The user with id '113399' viewed the 'url' activity with course module id '1473937'.,web,146.110.152.131,2025-03-23 19:55:36,113399,,Orai,3,12,23,19,Otthoni,Egyetemen,Otthoni,1. hét,1
"2025. március 23., 19:55:08",Fájl: Tantágyi tájékoztató,Tananyag,Megtekintett kurzusmodul,The user with id '113399' viewed the 'resource' activity with course module id '1473925'.,web,146.110.152.131,2025-03-23 19:55:08,113399,,Admin,3,12,23,19,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 19:08:41",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadás állapota megtekintve,The user with id '113399' has viewed the submission status page for the assignment with course module id '1473972'.,web,176.77.135.94,2025-03-23 19:08:41,113399,,Hazi,3,12,23,19,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. március 23., 19:08:41",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1473972'.,web,176.77.135.94,2025-03-23 19:08:41,113399,,Hazi,3,12,23,19,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. március 23., 18:49:30",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadás állapota megtekintve,The user with id '113399' has viewed the submission status page for the assignment with course module id '1473972'.,web,176.77.135.94,2025-03-23 18:49:30,113399,,Hazi,3,12,23,18,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. március 23., 18:49:30",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1473972'.,web,176.77.135.94,2025-03-23 18:49:30,113399,,Hazi,3,12,23,18,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. március 23., 14:49:22",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1473972'.,web,146.110.152.159,2025-03-23 14:49:22,113416,,Hazi,3,12,23,14,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 23., 14:49:21",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1473972'.,web,146.110.152.159,2025-03-23 14:49:21,113416,,Hazi,3,12,23,14,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 11., 13:00:56",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1473972'.,web,146.110.160.109,2025-03-11 13:00:56,113416,,Hazi,3,11,11,13,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. március 11., 13:00:56",Feladat: 1. beadandó - Határidő: 2025. március 23. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1473972'.,web,146.110.160.109,2025-03-11 13:00:56,113416,,Hazi,3,11,11,13,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. február 25., 20:27:00",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 95966 viewed attendance sessions for student with id 95966,web,37.76.38.147,2025-02-25 20:27:00,,,Admin,2,9,25,20,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. február 24., 22:44:42",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113256 viewed attendance sessions for student with id 113256,web,146.110.197.200,2025-02-24 22:44:42,,,Admin,2,9,24,22,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. február 24., 14:44:31",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 113482 viewed attendance sessions for student with id 113482,web,185.199.30.100,2025-02-24 14:44:31,,,Admin,2,9,24,14,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. február 23., 15:03:32",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 113578 viewed attendance sessions for student with id 113578,web,84.225.166.26,2025-02-23 15:03:32,,,Admin,2,8,23,15,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. február 23., 15:03:23",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113578 viewed attendance sessions for student with id 113578,web,84.225.166.26,2025-02-23 15:03:23,,,Admin,2,8,23,15,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. február 23., 10:36:29",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 107317 viewed attendance sessions for student with id 107317,web,81.182.64.202,2025-02-23 10:36:29,,,Admin,2,8,23,10,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. február 22., 16:24:56",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113358 viewed attendance sessions for student with id 113358,web,134.255.69.63,2025-02-22 16:24:56,,,Admin,2,8,22,16,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. február 20., 13:23:06",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113323 viewed attendance sessions for student with id 113323,web,146.110.102.244,2025-02-20 13:23:06,,,Admin,2,8,20,13,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. február 19., 15:32:59",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 113274 viewed attendance sessions for student with id 113274,web,146.110.92.55,2025-02-19 15:32:59,,,Admin,2,8,19,15,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. február 19., 15:31:36",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 113699 viewed attendance sessions for student with id 113699,web,146.110.92.56,2025-02-19 15:31:36,,,Admin,2,8,19,15,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. február 19., 13:10:51",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 113377 viewed attendance sessions for student with id 113377,web,37.76.24.237,2025-02-19 13:10:51,,,Admin,2,8,19,13,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. február 19., 12:48:33",URL: Iris_Data.csv (http://web.uni-corvinus.hu/~fszabina/data/Iris_Data.csv),URL,Megtekintett kurzusmodul,The user with id '113399' viewed the 'url' activity with course module id '1473941'.,web,146.110.80.71,2025-02-19 12:48:33,113399,,Orai,2,8,19,12,Órai,Egyetemen,Órai – nem számonkérés,1. hét,1
"2025. február 19., 12:46:10",URL: Iris_Data.csv (http://web.uni-corvinus.hu/~fszabina/data/Iris_Data.csv),URL,Megtekintett kurzusmodul,The user with id '113399' viewed the 'url' activity with course module id '1473941'.,web,146.110.80.71,2025-02-19 12:46:10,113399,,Orai,2,8,19,12,Órai,Egyetemen,Órai – nem számonkérés,1. hét,1
"2025. február 19., 12:45:18",Fájl: Iris_Data.csv,Tananyag,Megtekintett kurzusmodul,The user with id '113399' viewed the 'resource' activity with course module id '1473940'.,web,146.110.80.71,2025-02-19 12:45:18,113399,,Orai,2,8,19,12,Órai,Egyetemen,Órai – nem számonkérés,1. hét,1
"2025. február 19., 12:44:14",URL: Pandas gyakorlat (Colab),URL,Megtekintett kurzusmodul,The user with id '113399' viewed the 'url' activity with course module id '1473937'.,web,146.110.80.71,2025-02-19 12:44:14,113399,,Orai,2,8,19,12,Órai,Egyetemen,Órai – nem számonkérés,1. hét,1
"2025. február 19., 12:44:13",Fájl: Pandas (ismétlés),Tananyag,Megtekintett kurzusmodul,The user with id '113399' viewed the 'resource' activity with course module id '1473936'.,web,146.110.80.71,2025-02-19 12:44:13,113399,,Orai,2,8,19,12,Órai,Egyetemen,Órai – nem számonkérés,1. hét,1
"2025. február 19., 12:42:27",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 113229 viewed attendance sessions for student with id 113229,web,146.110.80.75,2025-02-19 12:42:27,,,Admin,2,8,19,12,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 12:00:57",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 113377 viewed attendance sessions for student with id 113377,web,146.110.80.60,2025-02-19 12:00:57,,,Admin,2,8,19,12,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 11:55:02",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 113239 viewed attendance sessions for student with id 113239,web,146.110.80.70,2025-02-19 11:55:02,,,Admin,2,8,19,11,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 11:54:03",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 113391 viewed attendance sessions for student with id 113391,web,146.110.160.242,2025-02-19 11:54:03,,,Admin,2,8,19,11,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 11:53:43",Fájl: Tantágyi tájékoztató,Tananyag,Megtekintett kurzusmodul,The user with id '113399' viewed the 'resource' activity with course module id '1473925'.,web,146.110.80.71,2025-02-19 11:53:43,113399,,Admin,2,8,19,11,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 11:52:02",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 113500 viewed attendance sessions for student with id 113500,web,146.110.80.67,2025-02-19 11:52:02,,,Admin,2,8,19,11,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 11:38:17",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 71618 viewed attendance sessions for student with id 71618,web,146.110.80.64,2025-02-19 11:38:17,,,Admin,2,8,19,11,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. február 19., 11:32:50",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 113699 viewed attendance sessions for student with id 113699,web,146.110.80.81,2025-02-19 11:32:50,,,Admin,2,8,19,11,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. február 19., 11:22:55",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113542 viewed attendance sessions for student with id 113542,web,146.110.90.2,2025-02-19 11:22:55,,,Admin,2,8,19,11,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. február 19., 11:21:11",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113234 viewed attendance sessions for student with id 113234,web,146.110.80.57,2025-02-19 11:21:11,,,Admin,2,8,19,11,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. február 19., 11:19:42",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113418 viewed attendance sessions for student with id 113418,web,146.110.80.71,2025-02-19 11:19:42,,,Admin,2,8,19,11,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 10:59:08",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 107015 viewed attendance sessions for student with id 107015,web,146.110.166.30,2025-02-19 10:59:08,,,Admin,2,8,19,10,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 10:43:07",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113341 viewed attendance sessions for student with id 113341,web,172.225.226.185,2025-02-19 10:43:07,,,Admin,2,8,19,10,Órai,Egyéb helyen,Otthoni,Ismeretlen,
"2025. február 19., 10:19:15",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113234 viewed attendance sessions for student with id 113234,web,146.110.80.57,2025-02-19 10:19:15,,,Admin,2,8,19,10,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 10:01:25",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113418 viewed attendance sessions for student with id 113418,web,146.110.80.71,2025-02-19 10:01:25,,,Admin,2,8,19,10,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 10:00:15",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113542 viewed attendance sessions for student with id 113542,web,146.110.90.2,2025-02-19 10:00:15,,,Admin,2,8,19,10,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 10:00:10",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113323 viewed attendance sessions for student with id 113323,web,146.110.90.22,2025-02-19 10:00:10,,,Admin,2,8,19,10,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 09:58:29",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113797 viewed attendance sessions for student with id 113797,web,146.110.80.67,2025-02-19 09:58:29,,,Admin,2,8,19,9,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 09:56:46",Jelenléti ív: G4 (Szerda 11:40-13:10; Sarro-Oláh Bernadett),Jelenléti ív,Session report viewed,User with id 106599 viewed attendance sessions for student with id 106599,web,146.110.169.108,2025-02-19 09:56:46,,,Admin,2,8,19,9,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 09:56:40",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 106811 viewed attendance sessions for student with id 106811,web,146.110.90.20,2025-02-19 09:56:40,,,Admin,2,8,19,9,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 09:55:37",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113565 viewed attendance sessions for student with id 113565,web,146.110.165.9,2025-02-19 09:55:37,,,Admin,2,8,19,9,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 09:54:16",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113503 viewed attendance sessions for student with id 113503,web,146.110.139.81,2025-02-19 09:54:16,,,Admin,2,8,19,9,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. február 19., 09:40:58",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 106658 viewed attendance sessions for student with id 106658,web,146.110.90.7,2025-02-19 09:40:58,,,Admin,2,8,19,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. február 19., 09:35:24",Jelenléti ív: G2 (Szerda 9:50-11:20; Sarró-Oláh Bernadett,Jelenléti ív,Session report viewed,User with id 113536 viewed attendance sessions for student with id 113536,web,146.110.90.27,2025-02-19 09:35:24,,,Admin,2,8,19,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. február 19., 08:40:20",Fájl: Iris_Data.csv,Tananyag,Megtekintett kurzusmodul,The user with id '113416' viewed the 'resource' activity with course module id '1473940'.,web,146.110.80.75,2025-02-19 08:40:20,113416,,Orai,2,8,19,8,Órai,Egyetemen,Órai – nem számonkérés,1. hét,1
