Idő,Eseménykörnyezet,Összetevő,Esemény neve,Leírás,Eredet,IP-cím,Idő_dt,user_id,tetel_id,Uj_oszlop,hónap,hét,nap,óra,Munka_típus,lokacio,Munka_3utas,Tantervi_hét,Tantervi_hét_szám
"2025. május 22., 14:37:04",URL: Pontszámok - Összesített,URL,Megtekintett kurzusmodul,The user with id '113416' viewed the 'url' activity with course module id '1508513'.,web,37.76.53.182,2025-05-22 14:37:04,113416,,Admin,5,21,22,14,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 17:16:16",Fájl: Tantágyi tájékoztató,Tananyag,Megtekintett kurzusmodul,The user with id '113399' viewed the 'resource' activity with course module id '1473925'.,web,84.225.189.164,2025-05-20 17:16:16,113399,,Admin,5,21,20,17,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 17:15:33",URL: Pontszámok - Összesített,URL,Megtekintett kurzusmodul,The user with id '113399' viewed the 'url' activity with course module id '1508513'.,web,84.225.189.164,2025-05-20 17:15:33,113399,,Admin,5,21,20,17,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 17:15:22",URL: Pontszámok - Összesített,URL,Megtekintett kurzusmodul,The user with id '113399' viewed the 'url' activity with course module id '1508513'.,web,84.225.189.164,2025-05-20 17:15:22,113399,,Admin,5,21,20,17,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 12:01:40",Fájl: Tantágyi tájékoztató,Tananyag,Megtekintett kurzusmodul,The user with id '113416' viewed the 'resource' activity with course module id '1473925'.,web,37.76.43.33,2025-05-20 12:01:40,113416,,Admin,5,21,20,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 12:00:29",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1515624'.,web,37.76.43.33,2025-05-20 12:00:29,113416,,Szamonkeres,5,21,20,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 12:00:29",Feladat: zh2-A,Feladat,Visszajelzés megtekintve,The user with id '113416' viewed the feedback for the user with id '113416' for the assignment with course module id '1515624'.,web,37.76.43.33,2025-05-20 12:00:29,113416,,Szamonkeres,5,21,20,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 12:00:28",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1515624'.,web,37.76.43.33,2025-05-20 12:00:28,113416,,Szamonkeres,5,21,20,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 12:00:20",Teszt: Elmélet2_1,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113416' has been prevented from accessing quiz with id '583353' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: '6088db79cad413d297e00c8e09da31e3481d4322d634c3b06de1cf50b3188d39'. Received config key: ''. Received browser exam key: ''.,web,37.76.43.33,2025-05-20 12:00:20,113416,,Szamonkeres,5,21,20,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 12:00:20",Teszt: Elmélet2_1,Teszt,Megtekintett kurzusmodul,The user with id '113416' viewed the 'quiz' activity with course module id '1515616'.,web,37.76.43.33,2025-05-20 12:00:20,113416,,Szamonkeres,5,21,20,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 12:00:08",Teszt: Elmélet2_2,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113416' has been prevented from accessing quiz with id '583355' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: '9d3573c2d48ec0b16f762ecdb487f00fa7165d20e5cc5c2cac73cbb75b19f70a'. Received config key: ''. Received browser exam key: ''.,web,37.76.43.33,2025-05-20 12:00:08,113416,,Szamonkeres,5,21,20,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 12:00:08",Teszt: Elmélet2_2,Teszt,Megtekintett kurzusmodul,The user with id '113416' viewed the 'quiz' activity with course module id '1515631'.,web,37.76.43.33,2025-05-20 12:00:08,113416,,Szamonkeres,5,21,20,12,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 11:59:58",Teszt: Elmélet1,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '113416' has been prevented from accessing quiz with id '582943' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'f7fb1980f46d3b4fbd8c023499e74adee76e83b15a9509123b0b7ba473f82542'. Received config key: ''. Received browser exam key: ''.,web,37.76.43.33,2025-05-20 11:59:58,113416,,Szamonkeres,5,21,20,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 11:59:58",Teszt: Elmélet1,Teszt,Megtekintett kurzusmodul,The user with id '113416' viewed the 'quiz' activity with course module id '1503059'.,web,37.76.43.33,2025-05-20 11:59:58,113416,,Szamonkeres,5,21,20,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 11:58:29",URL: Pontszámok - Összesített,URL,Megtekintett kurzusmodul,The user with id '113416' viewed the 'url' activity with course module id '1508513'.,web,37.76.43.33,2025-05-20 11:58:29,113416,,Admin,5,21,20,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 11:58:11",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1515624'.,web,37.76.43.33,2025-05-20 11:58:11,113416,,Szamonkeres,5,21,20,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 11:58:11",Feladat: zh2-A,Feladat,Visszajelzés megtekintve,The user with id '113416' viewed the feedback for the user with id '113416' for the assignment with course module id '1515624'.,web,37.76.43.33,2025-05-20 11:58:11,113416,,Szamonkeres,5,21,20,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 20., 11:58:10",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1515624'.,web,37.76.43.33,2025-05-20 11:58:10,113416,,Szamonkeres,5,21,20,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. május 19., 14:07:08",Fájl: Tantágyi tájékoztató,Tananyag,Megtekintett kurzusmodul,The user with id '113399' viewed the 'resource' activity with course module id '1473925'.,web,146.110.170.66,2025-05-19 14:07:08,113399,,Admin,5,21,19,14,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 18., 20:01:36",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1515624'.,web,146.110.165.253,2025-05-18 20:01:36,113416,,Szamonkeres,5,20,18,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 18., 20:01:36",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1515624'.,web,146.110.165.253,2025-05-18 20:01:36,113416,,Szamonkeres,5,20,18,20,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 18., 17:51:16",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1515624'.,web,146.110.165.253,2025-05-18 17:51:16,113416,,Szamonkeres,5,20,18,17,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 18., 17:51:16",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1515624'.,web,146.110.165.253,2025-05-18 17:51:16,113416,,Szamonkeres,5,20,18,17,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 18., 01:34:53",Feladat: 3. beadandó - CSAK EGYÉNI TANREND ESETÉN - Határidő: 2025. május 18. (éjfél),Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1507356'.,web,146.110.165.253,2025-05-18 01:34:53,113416,,Hazi,5,20,18,1,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 18., 01:34:53",Feladat: 3. beadandó - CSAK EGYÉNI TANREND ESETÉN - Határidő: 2025. május 18. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1507356'.,web,146.110.165.253,2025-05-18 01:34:53,113416,,Hazi,5,20,18,1,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 17., 22:33:30",Feladat: 3. beadandó - CSAK EGYÉNI TANREND ESETÉN - Határidő: 2025. május 18. (éjfél),Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1507356'.,web,146.110.165.253,2025-05-17 22:33:30,113416,,Hazi,5,20,17,22,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 17., 22:33:30",Feladat: 3. beadandó - CSAK EGYÉNI TANREND ESETÉN - Határidő: 2025. május 18. (éjfél),Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1507356'.,web,146.110.165.253,2025-05-17 22:33:30,113416,,Hazi,5,20,17,22,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 17., 22:31:51",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1515624'.,web,146.110.165.253,2025-05-17 22:31:51,113416,,Szamonkeres,5,20,17,22,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 17., 22:31:51",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1515624'.,web,146.110.165.253,2025-05-17 22:31:51,113416,,Szamonkeres,5,20,17,22,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:34:42",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1515624'.,web,146.110.80.61,2025-05-14 09:34:42,113416,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:34:42",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1515624'.,web,146.110.80.61,2025-05-14 09:34:42,113416,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:34:42",Feladat: zh2-A,Feladat,Leadtak egy munkát.,The user with id '113416' has submitted the submission with id '3187133' for the assignment with course module id '1515624'.,web,146.110.80.61,2025-05-14 09:34:42,113416,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:34:42",Feladat: zh2-A,alaprendszer,Kurzustevékenység teljesítése frissítve,The user with id '113416' updated the completion state for the course module with id '1515624' for the user with id '113416'.,web,146.110.80.61,2025-05-14 09:34:42,113416,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:34:42",Feladat: zh2-A,Leadás állományban,Leadott munka létrehozva,The user with id '113416' created a file submission and uploaded '2' file/s in the assignment with course module id '1515624'.,web,146.110.80.61,2025-05-14 09:34:42,113416,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:34:42",Feladat: zh2-A,Leadás állományban,Feltöltöttek egy állományt.,The user with id '113416' has uploaded a file to the submission with id '3187133' in the assignment activity with course module id '1515624'.,web,146.110.80.61,2025-05-14 09:34:42,113416,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:34:42",Feladat: zh2-A,Online szövegben leadott munkák,Leadott munka létrehozva,The user with id '113416' created an online text submission with '0' words in the assignment with course module id '1515624'.,web,146.110.80.61,2025-05-14 09:34:42,113416,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:34:42",Feladat: zh2-A,Online szövegben leadott munkák,Online szöveget töltöttek föl.,The user with id '113416' has saved an online text submission with id '3187133' in the assignment activity with course module id '1515624'.,web,146.110.80.61,2025-05-14 09:34:42,113416,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:34:42",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1515624'.,web,146.110.80.61,2025-05-14 09:34:42,113416,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:34:31",Feladat: zh2-A,Feladat,Leadási űrlap megtekintve,The user with id '113416' viewed their submission for the assignment with course module id '1515624'.,web,146.110.80.61,2025-05-14 09:34:31,113416,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:34:30",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1515624'.,web,146.110.80.61,2025-05-14 09:34:30,113416,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:34:29",Feladat: zh2-A,Feladat,Leadás állapota megtekintve,The user with id '113416' has viewed the submission status page for the assignment with course module id '1515624'.,web,146.110.80.61,2025-05-14 09:34:29,113416,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:34:29",Feladat: zh2-A,Feladat,Megtekintett kurzusmodul,The user with id '113416' viewed the 'assign' activity with course module id '1515624'.,web,146.110.80.61,2025-05-14 09:34:29,113416,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:33:55",Feladat: zh2-B,Feladat,Leadás állapota megtekintve,The user with id '113399' has viewed the submission status page for the assignment with course module id '1515629'.,web,146.110.197.59,2025-05-14 09:33:55,113399,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:33:54",Feladat: zh2-B,Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1515629'.,web,146.110.197.59,2025-05-14 09:33:54,113399,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:33:54",Feladat: zh2-B,Feladat,Leadtak egy munkát.,The user with id '113399' has submitted the submission with id '3186980' for the assignment with course module id '1515629'.,web,146.110.197.59,2025-05-14 09:33:54,113399,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:33:54",Feladat: zh2-B,alaprendszer,Kurzustevékenység teljesítése frissítve,The user with id '113399' updated the completion state for the course module with id '1515629' for the user with id '113399'.,web,146.110.197.59,2025-05-14 09:33:54,113399,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:33:54",Feladat: zh2-B,Leadás állományban,Leadott munka létrehozva,The user with id '113399' created a file submission and uploaded '3' file/s in the assignment with course module id '1515629'.,web,146.110.197.59,2025-05-14 09:33:54,113399,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:33:54",Feladat: zh2-B,Leadás állományban,Feltöltöttek egy állományt.,The user with id '113399' has uploaded a file to the submission with id '3186980' in the assignment activity with course module id '1515629'.,web,146.110.197.59,2025-05-14 09:33:54,113399,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:33:54",Feladat: zh2-B,Online szövegben leadott munkák,Leadott munka létrehozva,The user with id '113399' created an online text submission with '1' words in the assignment with course module id '1515629'.,web,146.110.197.59,2025-05-14 09:33:54,113399,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:33:54",Feladat: zh2-B,Online szövegben leadott munkák,Online szöveget töltöttek föl.,The user with id '113399' has saved an online text submission with id '3186980' in the assignment activity with course module id '1515629'.,web,146.110.197.59,2025-05-14 09:33:54,113399,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:33:54",Feladat: zh2-B,Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1515629'.,web,146.110.197.59,2025-05-14 09:33:54,113399,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:32:43",Feladat: zh2-B,Feladat,Leadási űrlap megtekintve,The user with id '113399' viewed their submission for the assignment with course module id '1515629'.,web,146.110.197.59,2025-05-14 09:32:43,113399,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:32:43",Feladat: zh2-B,Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1515629'.,web,146.110.197.59,2025-05-14 09:32:43,113399,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:32:41",Feladat: zh2-B,Feladat,Leadás állapota megtekintve,The user with id '113399' has viewed the submission status page for the assignment with course module id '1515629'.,web,146.110.197.59,2025-05-14 09:32:41,113399,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 09:32:41",Feladat: zh2-B,Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1515629'.,web,146.110.197.59,2025-05-14 09:32:41,113399,,Szamonkeres,5,20,14,9,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. május 14., 08:30:57",Fájl: data-A,Tananyag,Megtekintett kurzusmodul,The user with id '113416' viewed the 'resource' activity with course module id '1474034'.,web,146.110.80.61,2025-05-14 08:30:57,113416,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:23:00",Fájl: Tantágyi tájékoztató,Tananyag,Megtekintett kurzusmodul,The user with id '113416' viewed the 'resource' activity with course module id '1473925'.,web,146.110.80.61,2025-05-14 08:23:00,113416,,Admin,5,20,14,8,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. május 14., 08:22:47",URL: Pandas gyakorlat (Colab),URL,Megtekintett kurzusmodul,The user with id '113399' viewed the 'url' activity with course module id '1473937'.,web,146.110.197.59,2025-05-14 08:22:47,113399,,Orai,5,20,14,8,Órai,Egyetemen,Órai – nem számonkérés,1. hét,1
"2025. május 14., 08:22:35",Feladat: zh2-B,Feladat,Leadás állapota megtekintve,The user with id '113399' has viewed the submission status page for the assignment with course module id '1515629'.,web,146.110.197.59,2025-05-14 08:22:35,113399,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:22:35",Feladat: zh2-B,Feladat,Megtekintett kurzusmodul,The user with id '113399' viewed the 'assign' activity with course module id '1515629'.,web,146.110.197.59,2025-05-14 08:22:35,113399,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:22:34",Fájl: data-B,Tananyag,Megtekintett kurzusmodul,The user with id '113399' viewed the 'resource' activity with course module id '1474036'.,web,146.110.197.59,2025-05-14 08:22:34,113399,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:20:32",URL: Pontszámok - Összesített,URL,Megtekintett kurzusmodul,The user with id '113416' viewed the 'url' activity with course module id '1508513'.,web,146.110.80.61,2025-05-14 08:20:32,113416,,Admin,5,20,14,8,Órai,Egyetemen,Órai – nem számonkérés,Ismeretlen,
"2025. május 14., 08:15:21",Teszt: Elmélet2_1,Teszt,Megtekintett kurzusmodul,The user with id '113399' viewed the 'quiz' activity with course module id '1515616'.,web,146.110.80.74,2025-05-14 08:15:21,113399,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:15:21",Teszt: Elmélet2_1,Teszt,Próbálkozás leadva,The user with id '113399' has submitted the attempt with id '3584616' for the quiz with course module id '1515616'.,web,146.110.80.74,2025-05-14 08:15:21,113399,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:15:18",Teszt: Elmélet2_1,Teszt,Próbálkozás összegzése megtekintve,The user with id '113399' has viewed the summary for the attempt with id '3584616' belonging to the user with id '113399' for the quiz with course module id '1515616'.,web,146.110.80.74,2025-05-14 08:15:18,113399,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:15:18",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás frissítve,The user with id '113399' has updated responses on page '1' of the attempt with id '3584616' belonging to the user with id '113399' for the quiz with course module id '1515616'.,web,146.110.80.74,2025-05-14 08:15:18,113399,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:14:57",Teszt: Elmélet2_1,Teszt,Megtekintett kurzusmodul,The user with id '113416' viewed the 'quiz' activity with course module id '1515616'.,web,146.110.80.61,2025-05-14 08:14:57,113416,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:14:57",Teszt: Elmélet2_1,Teszt,Próbálkozás leadva,The user with id '113416' has submitted the attempt with id '3584657' for the quiz with course module id '1515616'.,web,146.110.80.61,2025-05-14 08:14:57,113416,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:14:54",Teszt: Elmélet2_1,Teszt,Próbálkozás összegzése megtekintve,The user with id '113416' has viewed the summary for the attempt with id '3584657' belonging to the user with id '113416' for the quiz with course module id '1515616'.,web,146.110.80.61,2025-05-14 08:14:54,113416,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:14:54",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás frissítve,The user with id '113416' has updated responses on page '1' of the attempt with id '3584657' belonging to the user with id '113416' for the quiz with course module id '1515616'.,web,146.110.80.61,2025-05-14 08:14:54,113416,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:14:34",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113399' is working on page '1' of the attempt with id '3584616' for the quiz with course module id '1515616', and their latest responses have been saved automatically.",web,146.110.80.74,2025-05-14 08:14:34,113399,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:14:14",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3584657' for the quiz with course module id '1515616', and their latest responses have been saved automatically.",web,146.110.80.61,2025-05-14 08:14:14,113416,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:13:20",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113399' is working on page '1' of the attempt with id '3584616' for the quiz with course module id '1515616', and their latest responses have been saved automatically.",web,146.110.80.74,2025-05-14 08:13:20,113399,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:12:47",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3584657' for the quiz with course module id '1515616', and their latest responses have been saved automatically.",web,146.110.80.61,2025-05-14 08:12:47,113416,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:11:46",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113399' is working on page '1' of the attempt with id '3584616' for the quiz with course module id '1515616', and their latest responses have been saved automatically.",web,146.110.80.74,2025-05-14 08:11:46,113399,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:10:40",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3584657' for the quiz with course module id '1515616', and their latest responses have been saved automatically.",web,146.110.80.61,2025-05-14 08:10:40,113416,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:09:22",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3584657' for the quiz with course module id '1515616', and their latest responses have been saved automatically.",web,146.110.80.61,2025-05-14 08:09:22,113416,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:08:43",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113399' is working on page '1' of the attempt with id '3584616' for the quiz with course module id '1515616', and their latest responses have been saved automatically.",web,146.110.80.74,2025-05-14 08:08:43,113399,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:07:46",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3584657' for the quiz with course module id '1515616', and their latest responses have been saved automatically.",web,146.110.80.61,2025-05-14 08:07:46,113416,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:07:40",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113399' is working on page '1' of the attempt with id '3584616' for the quiz with course module id '1515616', and their latest responses have been saved automatically.",web,146.110.80.74,2025-05-14 08:07:40,113399,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:06:15",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113416' is working on page '1' of the attempt with id '3584657' for the quiz with course module id '1515616', and their latest responses have been saved automatically.",web,146.110.80.61,2025-05-14 08:06:15,113416,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:05:00",Teszt: Elmélet2_1,Teszt,A teszttel próbálkozás automatikusan mentve,"The user with id '113399' is working on page '1' of the attempt with id '3584616' for the quiz with course module id '1515616', and their latest responses have been saved automatically.",web,146.110.80.74,2025-05-14 08:05:00,113399,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:04:28",Teszt: Elmélet2_1,Teszt,Próbálkozás megtekintve,The user with id '113416' has viewed page '1' of the attempt with id '3584657' belonging to the user with id '113416' for the quiz with course module id '1515616'.,web,146.110.80.61,2025-05-14 08:04:28,113416,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
"2025. május 14., 08:04:28",Teszt: Elmélet2_1,Teszt,Próbálkozás elkezdve,The user with id '113416' has started the attempt with id '3584657' for the quiz with course module id '1515616'.,web,146.110.80.61,2025-05-14 08:04:28,113416,,Szamonkeres,5,20,14,8,Órai,Egyetemen,Órai – számonkérés,Ismeretlen,
